t_index	term	df
7545	lg	1
7546	li	3
7547	liabil	1
7548	liar	5
7549	libbi	2
7550	liber	29
7551	liberia	3
7552	liberti	8
7553	libido	1
7554	librari	3
7555	libya	3
7556	libyan	3
7557	licens	19
7558	lid	1
7559	lida	1
7560	lie	45
7561	lieberman	26
7562	lien	1
7563	lieuten	14
7564	lieutenantcaptain	1
7565	life	132
7566	lifeless	1
7567	lifelong	1
7568	lifestyl	2
7569	lifetim	4
7570	lift	81
7571	light	44
7572	lightblu	1
7573	lightbrown	2
7574	lightbulb	1
7575	lighter	2
7576	lightheartedli	2
7577	lightli	4
7578	lightn	4
7579	like	347
7580	likelihood	3
7581	liken	1
7582	likin	2
7583	lilic	1
7584	lima	33
7585	limb	12
7586	lime	4
7587	limit	37
7588	limousin	10
7589	limp	5
7590	limpli	1
7591	lincoln	7
7592	linda	7
7593	lindenhurt	2
7594	lindi	1
7595	lindsay	41
7596	lindsey	2
7597	line	155
7598	lineman	1
7599	liner	1
7600	lineup	4
7601	linger	16
7602	linguist	1
7603	link	83
7604	lion	1
7605	lionel	1
7606	lioniz	1
7607	lip	2
7608	lipent	1
7609	lippin	1
7610	lippold	18
7611	liquid	2
7612	lir	1
7613	lisa	17
7614	lisnard	2
7615	list	96
7616	listen	28
7617	lister	1
7618	lists	1
7619	lit	7
7620	liter	12
7621	literaci	1
7622	literatur	2
7623	lith	1
7624	liton	1
7625	litter	3
7626	littl	160
7627	littleknown	2
7628	litton	6
7629	littor	1
7630	liturgi	1
7631	liv	1
7632	live	215
7633	liveliest	1
7634	liver	1
7635	llagostera	3
7636	lleyton	7
7637	llosa	3
7638	lloyd	3
7639	lo	16
7640	load	50
7641	loader	5
7642	loan	22
7643	loayza	2
7644	lob	8
7645	lobbi	7
7646	lobbyist	1
7647	lobito	2
7648	local	100
7649	locani	2
7650	locat	48
7651	lock	19
7652	locker	1
7653	lockerbi	2
7654	lockup	1
7655	locu	1
7656	lodg	1
7657	loft	2
7658	lofti	2
7659	loftiest	1
7660	log	6
7661	logic	5
7662	logist	12
7663	logvinovich	1
7664	lohna	1
7665	loi	1
7666	loit	1
7667	london	26
7668	londonbas	7
7669	lone	8
7670	long	214
7671	longabandon	2
7672	longbitt	1
7673	longer	64
7674	longerterm	2
7675	longest	1
7676	longestsought	1
7677	longestsurviv	1
7678	longev	1
7679	longhair	1
7680	longplan	1
7681	longrang	1
7682	longreach	1
7683	longres	2
7684	longrul	2
7685	longshot	2
7686	longsimm	2
7687	longstand	8
7688	longsuff	1
7689	longsuppress	1
7690	longterm	9
7691	longtim	30
7692	look	219
7693	lookout	3
7694	lookse	1
7695	loom	7
7696	loop	1
7697	loophol	2
7698	loos	23
7699	looseend	1
7700	loosen	7
7701	looser	2
7702	loot	11
7703	lopez	6
7704	lopsid	4
7705	loran	6
7706	lord	6
7707	lore	1
7708	lorensen	1
7709	lorenzo	6
7710	lori	1
7711	loron	2
7712	lorri	1
7713	lose	79
7714	loser	7
7715	loss	62
7716	lost	149
7717	lot	132
7718	lott	6
7719	lotteri	1
7720	lou	1
7721	loud	13
7722	loudli	1
7723	loudspeak	9
7724	loug	1
7725	loui	65
7726	louisarea	1
7727	louisiana	6
7728	louisvil	4
7729	lourd	1
7730	lousi	3
7731	love	49
7732	low	36
7733	lowcut	2
7734	lowel	3
7735	lower	24
7736	lowerlevel	1
7737	lowerrank	1
7738	lowest	4
7739	lowestseed	1
7740	lowgrad	4
7741	lowincom	2
7742	lowkey	3
7743	lowlevel	6
7744	lowprofil	2
7745	lowtech	2
7746	loyal	16
7747	loyalist	17
7748	loyalti	8
7749	lsd	1
7750	lt	53
7751	lubbock	1
7752	luci	1
7753	lucia	2
7754	luciano	1
7755	lucio	2
7756	luck	4
7757	lucki	20
7758	luckier	1
7759	luckiest	3
7760	lucr	2
7761	ludwig	1
7762	lugar	3
7763	luggag	1
7764	lui	8
7765	lukin	1
7766	lumber	3
7767	lumberjack	1
7768	luna	1
7769	lunch	12
7770	luncheon	3
7771	lunchtim	2
7772	lung	9
7773	luong	6
7774	lurid	1
7775	lurin	1
7776	lush	1
7777	lust	1
7778	luther	2
7779	lutheran	1
7780	luxembourg	3
7781	luxor	2
7782	luxuri	5
7783	lvador	1
7784	lyhoogatnytimescom	1
7785	lynch	2
7786	lyndon	8
7787	lynn	2
7788	lyon	1
7789	lyric	3
7790	m	38
7791	m16	1
7792	ma	1
7793	mac	4
7794	macarthur	1
7795	macdonald	4
7796	maceda	11
7797	macedonia	2
7798	machaca	3
7799	machet	6
7800	machin	23
7801	machineri	4
7802	machinist	1
7803	mack	8
7804	macon	1
7805	mad	4
7806	madden	1
7807	maddock	1
7808	madelein	42
7809	madelin	4
7810	madinat	1
7811	madison	3
7812	madix	1
7813	madra	4
7814	madrassah	1
7815	madrid	14
7816	maelstrom	1
7817	mafia	3
7818	magana	6
7819	maganbhai	4
7820	magazin	13
7821	mager	1
7822	maggi	1
7823	magic	2
7824	magistr	2
7825	magnanim	3
7826	magnat	3
7827	magnet	1
7828	magnifi	4
7829	magnific	1
7830	magnitogorsk	2
7831	magnitud	40
7832	magnitude57	1
7833	magnitude6	3
7834	magnitude76	7
7835	magnitude79	4
7836	magnu	14
7837	magnum	4
7838	mahajan	2
7839	mahatma	1
7840	mahesh	1
7841	mahmood	1
7842	mahmoud	1
7843	mahogani	1
7844	mahopac	1
7845	mahur	3
7846	maiden	1
7847	mail	14
7848	maim	3
7849	main	117
7850	mainagashev	1
7851	mainland	1
7852	mainli	17
7853	mainstay	1
7854	maintain	48
7855	mainten	19
7856	mainupl	1
7857	maj	5
7858	majdanpek	1
7859	majoli	6
7860	major	198
7861	majorityalbanian	1
7862	majorparti	1
7863	make	262
7864	maker	2
7865	makeshift	17
7866	maketa	1
7867	makeup	1
7868	malaysia	4
7869	malaysian	3
7870	malca	1
7871	malcolm	2
7872	male	2
7873	malevol	4
7874	malfunct	13
7875	malhotra	1
7876	mali	3
7877	malic	2
7878	maliss	1
7879	malivai	1
7880	mall	5
7881	malnourish	1
7882	malnutrit	1
7883	malon	1
7884	maloney	2
7885	mama	1
7886	mamad	2
7887	mamansk	1
7888	mammoth	2
7889	man	201
7890	manag	88
7891	manama	4
7892	mananga	1
7893	manannikova	1
7894	manau	1
7895	manchest	1
7896	mandat	9
7897	mandatori	7
7898	mandela	1
7899	maneuv	26
7900	mangal	1
7901	mangl	12
7902	mangu	1
7903	manhattan	10
7904	manhunt	27
7905	mani	344
7906	mania	3
7907	manifest	1
7908	manifold	1
7909	manind	1
7910	manipul	26
7911	manmad	2
7912	mann	4
7913	manner	15
7914	manorama	1
7915	mansfield	1
7916	mansi	1
7917	mansion	21
7918	mansiz	2
7919	mansoob	1
7920	mansoon	1
7921	mantra	4
7922	manual	2
7923	manuel	5
7924	manufactur	12
7925	maoist	2
7926	map	8
7927	maquiladora	1
7928	mar	20
7929	maradiaga	1
7930	maraniss	1
7931	marat	27
7932	marathon	6
7933	marbella	1
7934	marbl	2
7935	marblehal	1
7936	marburi	1
7937	marc	23
7938	marcela	1
7939	marcelo	2
7940	march	59
7941	marchenko	1
7942	marcher	6
7943	marci	1
7944	marco	7
7945	marg	1
7946	margaret	4
7947	margin	25
7948	margolin	2
7949	mari	27
7950	maria	13
7951	mariam	1
7952	mariana	2
7953	mariano	1
7954	marietta	3
7955	marija	1
7956	marijuana	5
7957	marilyn	4
7958	marin	39
7959	marineborn	1
7960	mario	9
7961	marit	2
7962	maritim	17
7963	marjanov	2
7964	mark	85
7965	market	33
7966	marketplac	2
7967	marko	11
7968	markov	10
7969	marlborough	2
7970	marlen	2
7971	marlin	15
7972	marlton	1
7973	marmian	1
7974	maroon	1
7975	marquez	15
7976	marrero	2
7977	marri	7
7978	marriag	5
7979	marroquin	1
7980	marrow	1
7981	marsha	1
7982	marshal	12
7983	marshallfor	1
7984	marshallreport	1
7985	marta	2
7986	martha	2
7987	marti	1
7988	martial	1
7989	martin	20
7990	martina	40
7991	martinez	8
7992	martyr	3
7993	martz	1
7994	marv	1
7995	marvel	2
7996	marxist	11
7997	maryland	3
7998	masia	1
7999	mask	5
8000	masondixon	3
8001	masonri	11
8002	masquerad	1
8003	mass	38
8004	massachusett	4
8005	massachusettss	1
8006	massacr	6
8007	masseus	1
8008	massi	2
8009	massif	1
8010	massiv	65
8011	mast	1
8012	master	10
8013	masteri	1
8014	mastermind	33
8015	mat	1
8016	match	68
8017	matchup	6
8018	mate	18
8019	materi	42
8020	math	1
8021	mathemat	3
8022	mathewson	2
8023	mathieu	1
8024	matic	4
8025	matt	1
8026	matter	76
8027	matteroffact	1
8028	matthew	8
8029	mattingli	1
8030	mattress	5
8031	matur	2
8032	mauresmo	6
8033	mauricio	1
8034	mauritania	4
8035	mauro	1
8036	mausoleum	3
8037	maxim	2
8038	maximalist	1
8039	maximum	20
8040	maximumsecur	17
8041	mayb	39
8042	mayhem	3
8043	mayor	29
8044	maze	2
8045	mb	1
8046	mbeki	3
8047	mcalest	3
8048	mcarthur	1
8049	mcauliff	4
8050	mcavoy	1
8051	mccain	5
8052	mccarthi	2
8053	mcclean	1
8054	mcclure	1
8055	mccollum	7
8056	mccomb	1
8057	mcconnel	1
8058	mcdaniel	1
8059	mcdonald	2
8060	mcdoogl	3
8061	mcdougal	12
8062	mcduff	1
8063	mcduge	1
8064	mcenro	2
8065	mcgwire	2
8066	mci	1
8067	mcintosh	1
8068	mcnamara	1
8069	mcveigh	1
8070	md	6
8071	meager	2
8072	meal	6
8073	mean	99
8074	meaning	2
8075	meant	22
8076	meantim	14
8077	meanwhil	74
8078	measur	69
8079	meat	3
8080	mecca	2
8081	mechan	10
8082	mechanicsvil	3
8083	medal	10
8084	medalist	5
8085	media	68
8086	mediat	16
8087	medic	92
8088	medicar	13
8089	medicin	18
8090	medina	5
8091	medinat	2
8092	mediterranean	6
8093	medium	3
8094	mediumlevel	1
8095	mediumsecur	2
8096	meena	1
8097	meet	170
8098	megaphon	1
8099	meghann	3
8100	megrahi	1
8101	meguid	1
8102	mehta	3
8103	mei	1
8104	mel	67
8105	mela	3
8106	melancholi	1
8107	melbourn	28
8108	mele	7
8109	melissa	6
8110	mell	1
8111	mellman	1
8112	melros	1
8113	melt	3
8114	melvin	4
8115	member	194
8116	membership	4
8117	memento	1
8118	memo	5
8119	memoir	1
8120	memor	4
8121	memorandum	1
8122	memori	58
8123	memphi	1
8124	men	217
8125	menac	1
8126	mend	3
8127	menet	1
8128	mengistu	1
8129	mensch	1
8130	mental	15
8131	mention	37
8132	mentor	1
8133	menu	2
8134	mer	1
8135	merced	3
8136	merchant	6
8137	merci	6
8138	merciless	1
8139	mere	17
8140	merg	3
8141	merger	2
8142	meri	2
8143	merianov	1
8144	merit	13
8145	merlin	1
8146	mermonsk	1
8147	mermosk	1
8148	mern	1
8149	merri	2
8150	mershon	8
8151	mesh	2
8152	mesmer	1
8153	mess	17
8154	messag	44
8155	messeng	1
8156	met	81
8157	metal	32
8158	metalcutt	1
8159	metaledg	1
8160	metallurg	2
8161	metalsl	1
8162	metaphor	3
8163	meteorolog	6
8164	meteorologist	3
8165	meter	2
8166	method	15
8167	methodist	2
8168	methodolog	1
8169	methyl	1
8170	meticul	4
8171	metropolitan	1
8172	mexican	4
8173	mexico	34
8174	mi	2
8175	mia	12
8176	miami	12
8177	miamid	1
8178	miamidad	2
8179	miand	1
8180	micandinov	1
8181	mich	7
8182	michael	45
8183	michal	3
8184	michel	4
8185	michella	1
8186	michigan	18
8187	mickelson	3
8188	mickli	1
8189	microphon	2
8190	microscop	2
8191	micunov	1
8192	mid	5
8193	mid1980	1
8194	mid1990	10
8195	mid1996	1
8196	mid30	1
8197	mid40	1
8198	mid90	1
8199	midafternoon	6
8200	midday	12
8201	middecemb	2
8202	middl	125
8203	middleclass	8
8204	mideast	25
8205	midgulf	1
8206	midmorn	1
8207	midnight	19
8208	midnovemb	2
8209	midoctob	1
8210	midpoint	1
8211	midsect	3
8212	midseptemb	4
8213	midst	7
8214	midstream	1
8215	midway	2
8216	midweek	1
8217	midwest	3
8218	midwestern	1
8219	mif	1
8220	mift	1
8221	mig	1
8222	mighti	3
8223	migrant	2
8224	migrat	5
8225	miguel	11
8226	mihailova	1
8227	mihajlov	3
8228	miiltari	1
8229	mik	1
8230	mike	22
8231	mikhail	8
8232	mikhailov	1
8233	mikilo	1
8234	miklaszeski	1
8235	miklaszewski	14
8236	miklaszweski	1
8237	milagro	2
8238	milan	10
8239	milanko	1
8240	milanov	2
8241	mild	7
8242	mildli	1
8243	mildr	1
8244	mile	129
8245	mileston	2
8246	milica	2
8247	milit	38
8248	militantli	2
8249	militar	3
8250	militari	280
8251	militarili	8
8252	militarystyl	1
8253	militarytim	1
8254	militia	2
8255	militiamen	1
8256	milivoj	1
8257	milivojev	1
8258	milk	1
8259	milken	17
8260	millenni	1
8261	millennium	4
8262	miller	6
8263	millimet	2
8264	million	190
8265	millionair	15
8266	milliondollar	1
8267	milo	3
8268	milosev	134
8269	miloseviccontrol	7
8270	milosov	1
8271	milovan	2
8272	milroy	1
8273	milutin	4
8274	milutinov	9
8275	milwauke	3
8276	min	1
8277	minaret	2
8278	minc	1
8279	mind	36
8280	minder	1
8281	mindset	1
8282	minefield	1
8283	mineinfest	1
8284	miner	20
8285	mineremov	1
8286	minesweep	1
8287	ming	1
8288	mingl	3
8289	minh	24
8290	miniatur	1
8291	minim	3
8292	minimum	13
8293	minist	170
8294	ministri	35
8295	minivan	1
8296	minn	3
8297	minneapoli	2
8298	minner	1
8299	minnesota	12
8300	minnesotan	1
8301	minor	39
8302	mint	1
8303	minu	4
8304	minus13	2
8305	minus7	2
8306	minut	92
8307	mira	3
8308	miracl	10
8309	miracul	6
8310	miranda	3
8311	mirco	1
8312	miriam	1
8313	mirjana	9
8314	mirko	2
8315	miroljub	1
8316	miroslav	2
8317	miroslava	2
8318	mirror	3
8319	misappli	2
8320	miscalcul	1
8321	misconduct	1
8322	misconstru	1
8323	miscu	1
8324	misde	2
8325	misdemeanor	8
8326	miser	4
8327	miseri	1
8328	misfir	3
8329	misfortun	1
8330	misguid	1
8331	misha	2
8332	mishandl	6
8333	mishap	1
8334	mishra	1
8335	misinform	2
8336	misl	2
8337	mislead	1
8338	mismanag	3
8339	mismatch	4
8340	misnom	1
8341	mispronounc	1
8342	misrepres	1
8343	misrepresent	1
8344	miss	151
8345	missil	52
8346	mission	55
8347	missionari	3
8348	mississippi	13
8349	missouri	67
8350	missourian	6
8351	missouricolumbia	1
8352	misspel	1
8353	misstat	3
8354	misstep	2
8355	mistak	32
8356	mistaken	3
8357	mistreat	4
8358	mistress	6
8359	mistrust	1
8360	misunderstand	3
8361	misunderstood	4
8362	misus	2
8363	mitch	5
8364	mitchel	7
8365	mitic	2
8366	mitig	5
8367	mitra	1
8368	mitrovica	1
8369	mittman	1
8370	mix	26
8371	mixtur	3
8372	mladic	2
8373	mladjan	3
8374	mo	5
8375	moammar	1
8376	moan	1
8377	mob	27
8378	mobil	17
8379	mock	5
8380	mockeri	1
8381	mode	4
8382	model	12
8383	moder	29
8384	modern	23
8385	modest	7
8386	modifi	6
8387	mofrt	1
8388	mogul	5
8389	moham	24
8390	mohammad	1
8391	mohm	1
8392	mohsen	3
8393	moin	1
8394	molass	1
8395	mold	1
8396	mole	1
8397	molest	1
8398	molotov	1
8399	mom	5
8400	momcilo	1
8401	moment	110
8402	momentbymo	1
8403	moments	1
8404	momentum	12
8405	momir	5
8406	mommi	1
8407	mona	1
8408	monarch	1
8409	monarchi	1
8410	monasteri	1
8411	monday	206
8412	monetari	13
8413	money	109
8414	moneylaund	6
8415	mong	1
8416	monger	1
8417	monica	32
8418	moniqu	1
8419	monitor	15
8420	monopol	1
8421	monoxid	2
8422	monsignor	1
8423	mont	1
8424	montana	9
8425	montecino	5
8426	montelo	1
8427	montenegrin	7
8428	montenegro	23
8429	montesino	40
8430	montesinoss	1
8431	montesseno	1
8432	montgomeri	2
8433	month	261
8434	monthli	1
8435	monthlong	1
8436	monticello	1
8437	montonegro	1
8438	montono	1
8439	montoursvil	1
8440	monument	3
8441	moo	1
8442	mood	19
8443	moolgd	1
8444	moon	1
8445	mooney	1
8446	mooni	1
8447	moor	35
8448	moorin	1
8449	moot	1
8450	mope	1
8451	moral	37
8452	morali	1
8453	morariu	4
8454	moratorium	5
8455	morelimit	1
8456	moreno	8
8457	moreov	2
8458	moresmo	1
8459	morgan	1
8460	morgu	8
8461	mori	5
8462	morison	1
8463	mork	1
8464	morn	138
8465	moroccan	1
8466	morocco	8
8467	moros	1
8468	morph	1
8469	morrano	1
8470	morri	2
8471	morrisvil	2
8472	mortal	2
8473	mortar	4
8474	morton	3
8475	moscow	79
8476	mosqu	14
8477	mosquito	1
8478	mossad	1
8479	mostli	45
8480	mostvisit	1
8481	mostwant	7
8482	motahar	1
8483	motel	8
8484	motelapart	1
8485	moth	1
8486	mother	64
8487	motherland	1
8488	motherless	1
8489	motion	11
8490	motiv	19
8491	motley	1
8492	motor	19
8493	motorbik	1
8494	motorcad	11
8495	motorcycl	6
8496	motorist	1
8497	motsak	4
8498	motto	2
8499	mound	11
8500	mount	38
8501	mountain	37
8502	mountainsid	6
8503	mountaintop	1
8504	mourn	21
8505	mourner	12
8506	mourton	1
8507	mouth	4
8508	mouthpiec	3
8509	movement	37
8510	mover	3
8511	movi	9
8512	moviestar	1
8513	mow	2
8514	moya	10
8515	moynihan	5
8516	moyo	1
8517	mozambiqu	2
8518	mph	16
8519	mr	151
8520	mrclinton	1
8521	ms	4
8522	msnbc	3
8523	msnbccom	2
8524	mtv	1
8525	mubarak	6
8526	muchawait	1
8527	muchtalkedabout	1
8528	mud	23
8529	mudbrick	2
8530	mudcov	1
8531	muddi	4
8532	muddl	3
8533	mudslid	5
8534	mueller	5
8535	muezzin	1
8536	muffl	3
8537	mug	2
8538	mugab	1
8539	muham	1
8540	muhammad	7
8541	mujahedeen	1
8542	mujahedin	1
8543	mujahid	1
8544	mull	3
8545	mullah	1
8546	mulligan	1
8547	mullin	9
8548	mulshankar	3
8549	multifacet	2
8550	multilingu	1
8551	multimillion	1
8552	multimillionair	3
8553	multimilliondollar	2
8554	multin	4
8555	multiparti	2
8556	multipl	11
8557	multipli	1
8558	multistori	7
8559	multitud	2
8560	mum	2
8561	mumbai	1
8562	munchak	1
8563	mundan	2
8564	munich	1
8565	municip	17
8566	munit	3
8567	muprhi	1
8568	muqbel	1
8569	murder	52
8570	murdoch	1
8571	murk	1
8572	murki	3
8573	murmansk	5
8574	murmosk	1
8575	murousi	1
8576	murphi	21
8577	murray	2
8578	murtza	1
8579	muscl	4
8580	muscular	1
8581	muse	1
8582	museum	7
8583	museummuslim	1
8584	musharraf	4
8585	music	13
8586	musician	2
8587	muslim	58
8588	mustach	2
8589	muster	1
8590	mustnt	3
8591	mute	9
8592	mutil	2
8593	mutin	1
8594	mutini	7
8595	muttawakil	1
8596	mutter	1
8597	mutual	1
8598	myakka	1
8599	myasthenia	1
8600	mydan	1
8601	myer	4
8602	myong	2
8603	mysteri	17
8604	mystiqu	1
8605	myth	2
8606	mythic	1
8607	n	5
8608	naacp	1
8609	nab	2
8610	nabil	1
8611	nachtig	4
8612	nadejda	1
8613	nader	12
8614	nadia	1
8615	nadler	1
8616	nadu	1
8617	nagel	1
8618	nagl	1
8619	nagyova	3
8620	nailbit	1
8621	nailstud	2
8622	naina	5
8623	nainabehn	1
8624	nairobi	6
8625	nairri	1
8626	naiv	1
8627	naji	1
8628	najjar	1
8629	nake	2
8630	nam	4
8631	namast	1
8632	nambiar	1
8633	namesak	1
8634	namrata	5
8635	nanci	3
8636	nanni	1
8637	nanuet	1
8638	naoya	1
8639	nap	2
8640	narayan	2
8641	narayanan	1
8642	narbheram	1
8643	narcot	13
8644	narr	1
8645	narrow	28
8646	narrowlan	1
8647	narrowli	9
8648	nasa	1
8649	nasdaq	1
8650	nashvil	7
8651	nasir	1
8652	nasr	1
8653	nassou	2
8654	nasti	1
8655	nastier	1
8656	natalia	1
8657	nath	1
8658	nati	1
8659	nation	330
8660	nationalist	15
8661	nationwid	21
8662	nativ	18
8663	nato	47
8664	natol	1
8665	natta	1
8666	natter	11
8667	natur	48
8668	nauf	1
8669	navajo	4
8670	naval	108
8671	navarro	1
8672	navasota	1
8673	navel	1
8674	navi	230
8675	navig	2
8676	navnirman	1
8677	navrotski	8
8678	navyblu	1
8679	navyl	1
8680	navymen	2
8681	navytown	1
8682	nazi	3
8683	nb	1
8684	nbc	65
8685	nbcnew	1
8686	nc	5
8687	nd	3
8688	ne	1
8689	near	179
8690	nearbi	66
8691	nearest	1
8692	nearli	115
8693	nearmiracul	1
8694	nearsavag	2
8695	neat	4
8696	neatli	1
8697	neb	1
8698	nebojsa	15
8699	nebraska	4
8700	necess	2
8701	necessari	29
8702	necessarili	8
8703	necessit	3
8704	neck	6
8705	neckandneck	3
8706	ned	1
8707	need	210
8708	needi	1
8709	neediest	1
8710	needl	1
8711	neeman	1
8712	neg	12
8713	negat	1
8714	neglect	2
8715	neglig	4
8716	negoti	63
8717	neighbor	83
8718	neighborhood	54
8719	neighborli	5
8720	nelli	1
8721	nelson	8
8722	nemesi	4
8723	nemeth	1
8724	nena	1
8725	nenad	10
8726	nenadov	1
8727	nene	1
8728	neocommunist	7
8729	nepal	8
8730	nephew	5
8731	neruda	2
8732	nerv	5
8733	nervou	12
8734	nervous	4
8735	nese	1
8736	ness	1
8737	nest	1
8738	net	81
8739	netherland	15
8740	network	61
8741	neutral	4
8742	nevada	7
8743	neversayquit	1
8744	nevypolneniy	1
8745	new	401
8746	newark	1
8747	newburi	21
8748	newcomb	1
8749	newer	1
8750	newest	6
8751	newfound	2
8752	newli	34
8753	newlyw	2
8754	newport	2
8755	news	346
8756	newscast	7
8757	newscom	1
8758	newslett	4
8759	newsmagazin	1
8760	newspap	58
8761	newspet	2
8762	newsroom	1
8763	newsstand	1
8764	newsweek	3
8765	newswir	1
8766	nextdoor	2
8767	nextofkin	1
8768	nexttolast	1
8769	nfl	1
8770	ng	2
8771	ngan	1
8772	ngo	2
8773	ngoc	2
8774	nguessan	2
8775	nguyen	4
8776	nhan	1
8777	nhema	1
8778	ni	10
8779	nic	1
8780	nicaragua	3
8781	nice	10
8782	niceti	1
8783	nich	1
8784	nichola	2
8785	nick	4
8786	nicknam	5
8787	nicodem	2
8788	nicol	3
8789	nicola	8
8790	nidal	1
8791	niec	1
8792	nielsen	1
8793	nien	2
8794	nieto	1
8795	nigeria	7
8796	nigerian	1
8797	night	196
8798	nightclub	3
8799	nightfal	3
8800	nightgown	2
8801	nightli	2
8802	nightmar	6
8803	nightmarish	1
8804	nighttim	5
8805	nighttimeincloud	1
8806	nightvis	1
8807	nikit	1
8808	nikol	2
8809	nikola	3
8810	niksic	2
8811	nimesh	1
8812	nin	2
8813	nina	5
8814	ninehour	1
8815	ninepag	1
8816	ninepoint	1
8817	ninestori	1
8818	nineti	1
8819	nineyearold	1
8820	nino	1
8821	ninth	20
8822	nip	2
8823	nirmala	1
8824	nissan	3
8825	nitex	2
8826	nitrat	1
8827	nittygritti	1
8828	nixon	17
8829	nj	6
8830	nm	1
8831	nn	1
8832	nobl	3
8833	nobleman	1
8834	nobodi	39
8835	nod	2
8836	noi	1
8837	nois	6
8838	noisi	1
8839	nolan	1
8840	noman	1
8841	nomin	17
8842	nomine	14
8843	nonchalantli	1
8844	nonclassifi	1
8845	nonclear	1
8846	noncommiss	1
8847	nondiscrimin	1
8848	nonessenti	3
8849	nonetheless	9
8850	nonexist	5
8851	nongover	1
8852	nongovern	2
8853	nongovernment	1
8854	nonjew	1
8855	nonjewish	1
8856	nonmilitari	1
8857	nonmuslim	1
8858	nonneman	1
8859	nonpartisan	6
8860	nonpolit	2
8861	nonprofit	3
8862	nonsaudi	1
8863	nonsens	1
8864	nonspecif	1
8865	nonstat	1
8866	nonstop	4
8867	nonviol	8
8868	nonword	1
8869	nonyemeni	9
8870	noon	13
8871	norah	1
8872	norfolk	67
8873	norm	3
8874	normal	69
8875	normalci	1
8876	norman	19
8877	north	78
8878	northeast	10
8879	northeastern	6
8880	northern	59
8881	northernbas	3
8882	northup	4
8883	northward	1
8884	northwest	17
8885	northwestern	3
8886	norton	1
8887	norway	14
8888	norwegian	43
8889	norwegianown	1
8890	nose	3
8891	noshow	1
8892	nostalgia	1
8893	notabl	10
8894	notch	4
8895	note	70
8896	notebook	2
8897	noth	81
8898	notic	19
8899	notif	1
8900	notifi	20
8901	notion	4
8902	notori	6
8903	notorieti	1
8904	notr	2
8905	notwithstand	2
8906	nov	38
8907	novel	2
8908	novelist	2
8909	novemb	34
8910	novi	4
8911	novic	1
8912	novost	1
8913	novosti	3
8914	novot	1
8915	now200000	1
8916	nowaday	1
8917	nowdefunct	1
8918	nowdemolish	1
8919	nowdisqualifi	2
8920	nowfugit	1
8921	nowher	8
8922	nowoust	3
8923	npr	9
8924	ns	2
8925	ntsb	5
8926	nuanc	1
8927	nuclear	48
8928	nuclearpow	4
8929	nude	1
8930	nudg	3
8931	nuffer	1
8932	null	1
8933	nullifi	9
8934	numb	1
8935	number	145
8936	numer	21
8937	nun	1
8938	nuria	3
8939	nurs	8
8940	nurtur	2
8941	nuvajubhai	1
8942	nw	1
8943	ny	22
8944	o	3
8945	oa	2
8946	oakland	1
8947	oasi	2
8948	oath	13
8949	oathtak	1
8950	oaxa	1
8951	obannon	1
8952	obedi	2
8953	obey	9
8954	obituari	1
8955	object	36
8956	oblig	9
8957	obliqu	1
8958	obliter	2
8959	obrad	1
8960	obradov	3
8961	obrenovac	1
8962	obrien	1
8963	obscen	2
8964	obscur	5
8965	observ	45
8966	observatori	1
8967	obsess	2
8968	obstacl	14
8969	obstinaci	1
8970	obstruct	3
8971	obstructionist	1
8972	obtain	61
8973	obviou	12
8974	obvious	46
8975	obyazatelstv	1
8976	occas	19
8977	occasion	14
8978	occup	9
8979	occupi	16
8980	occur	67
8981	ocean	13
8982	ochoa	3
8983	oclock	2
8984	oconnel	1
8985	oct	112
8986	octob	74
8987	octopu	3
8988	odd	10
8989	odeh	1
8990	odium	1
8991	odlon	1
8992	odolon	1
8993	odonnel	3
8994	offbal	1
8995	offcamera	1
8996	offenc	1
8997	offend	13
8998	offens	16
8999	offer	127
9000	offic	363
9001	offici	496
9002	offpost	1
9003	offseason	2
9004	offshoot	1
9005	offshor	12
9006	offthecuff	1
9007	ofici	1
9008	oftenthuggish	2
9009	ofussia	1
9010	ogen	1
9011	ognjen	1
9012	oh	14
9013	ohio	9
9014	oik	1
9015	oil	43
9016	oilconsum	1
9017	oildril	1
9018	oiler	2
9019	oilfield	1
9020	oili	4
9021	oilproduc	2
9022	oilrich	3
9023	oiltrad	1
9024	ojdan	3
9025	ok	15
9026	okay	8
9027	okaz	1
9028	okeef	1
9029	okla	2
9030	oklahoma	13
9031	oklia	1
9032	old	78
9033	olden	1
9034	older	9
9035	oldest	9
9036	oldfashion	1
9037	oldstyl	1
9038	oldtim	1
9039	oleg	2
9040	olga	3
9041	oliv	4
9042	oliva	2
9043	olivegreen	1
9044	olivera	4
9045	olivo	1
9046	oloroc	1
9047	olsen	3
9048	olson	1
9049	olymp	16
9050	olympia	3
9051	olympian	1
9052	om	1
9053	omah	1
9054	oman	4
9055	omar	9
9056	ombudsman	4
9057	omen	3
9058	omin	2
9059	omiss	2
9060	omit	2
9061	omnivor	1
9062	onal	1
9063	onboard	4
9064	onc	127
9065	oncebustl	1
9066	oncedomin	1
9067	onceformid	2
9068	oncefriendli	1
9069	oncemargin	1
9070	oncepow	2
9071	oncepromin	3
9072	oncourt	2
9073	onebyon	1
9074	oneday	5
9075	onehour	2
9076	oneil	5
9077	oneinch	1
9078	oneparti	1
9079	onequart	3
9080	oneroom	1
